"id";"tanggal";"produk";"lokasi";"stok";"kualitas";"harga";"lat";"lon"
1789;"2025-04-30";"Pepaya";"Makassar";552;"Sedang";8;-5.1477;119.433
1790;"2025-04-23";"Durian";"Makassar";984;"Buruk";39;-5.1477;119.433
1791;"2025-04-05";"Pisang";"Makassar";968;"Sedang";10;-5.1477;119.433
1792;"2025-04-18";"Apel";"Makassar";553;"Bagus";29;-5.1477;119.433
1793;"2025-04-29";"Jeruk";"Makassar";327;"Buruk";22;-5.1477;119.433
1794;"2025-04-15";"Durian";"Makassar";479;"Bagus";44;-5.1477;119.433
1795;"2025-04-17";"Rambutan";"Makassar";411;"Bagus";15;-5.1477;119.433
1796;"2025-04-19";"Jeruk";"Makassar";744;"Bagus";21;-5.1477;119.433
1797;"2025-04-12";"Rambutan";"Makassar";976;"Bagus";18;-5.1477;119.433
1798;"2025-04-04";"Jeruk";"Makassar";964;"Sedang";22;-5.1477;119.433
1799;"2025-05-03";"Apel";"Makassar";211;"Bagus";24;-5.1477;119.433
1800;"2025-04-11";"Mangga";"Makassar";661;"Sedang";19;-5.1477;119.433
1801;"2025-04-07";"Mangga";"Makassar";822;"Buruk";20;-5.1477;119.433
1802;"2025-04-22";"Pepaya";"Makassar";424;"Buruk";10;-5.1477;119.433
1803;"2025-04-14";"Pepaya";"Makassar";379;"Bagus";10;-5.1477;119.433
1804;"2025-04-15";"Pepaya";"Makassar";678;"Bagus";8;-5.1477;119.433
1805;"2025-04-16";"Jeruk";"Makassar";252;"Sedang";18;-5.1477;119.433
1806;"2025-04-21";"Mangga";"Makassar";298;"Bagus";17;-5.1477;119.433
1807;"2025-04-13";"Jeruk";"Makassar";816;"Sedang";19;-5.1477;119.433
1808;"2025-04-11";"Mangga";"Makassar";785;"Bagus";15;-5.1477;119.433
1809;"2025-04-23";"Apel";"Makassar";448;"Buruk";30;-5.1477;119.433
1810;"2025-05-03";"Apel";"Makassar";620;"Buruk";30;-5.1477;119.433
1811;"2025-05-01";"Apel";"Makassar";568;"Buruk";24;-5.1477;119.433
1812;"2025-04-19";"Pisang";"Makassar";235;"Buruk";15;-5.1477;119.433
1813;"2025-04-17";"Durian";"Makassar";717;"Bagus";44;-5.1477;119.433
1814;"2025-04-03";"Pepaya";"Makassar";637;"Buruk";9;-5.1477;119.433
1815;"2025-04-26";"Apel";"Makassar";771;"Buruk";29;-5.1477;119.433
1816;"2025-04-03";"Pepaya";"Makassar";610;"Buruk";8;-5.1477;119.433
1817;"2025-04-12";"Pisang";"Makassar";603;"Sedang";15;-5.1477;119.433
1818;"2025-04-13";"Rambutan";"Makassar";580;"Bagus";16;-5.1477;119.433
1819;"2025-04-02";"Mangga";"Makassar";848;"Buruk";19;-5.1477;119.433
1820;"2025-04-21";"Pepaya";"Makassar";800;"Sedang";8;-5.1477;119.433
1821;"2025-04-04";"Apel";"Makassar";200;"Sedang";27;-5.1477;119.433
1822;"2025-04-20";"Durian";"Makassar";626;"Bagus";37;-5.1477;119.433
1823;"2025-04-10";"Pepaya";"Makassar";937;"Bagus";8;-5.1477;119.433
1824;"2025-04-14";"Apel";"Makassar";528;"Bagus";30;-5.1477;119.433
1825;"2025-05-03";"Rambutan";"Makassar";337;"Bagus";15;-5.1477;119.433
1826;"2025-04-17";"Apel";"Makassar";837;"Bagus";28;-5.1477;119.433
1827;"2025-04-13";"Rambutan";"Makassar";778;"Buruk";16;-5.1477;119.433
1828;"2025-04-01";"Pepaya";"Makassar";270;"Buruk";10;-5.1477;119.433
1829;"2025-04-03";"Jeruk";"Makassar";353;"Buruk";20;-5.1477;119.433
1830;"2025-05-04";"Rambutan";"Makassar";991;"Sedang";16;-5.1477;119.433
1831;"2025-04-02";"Durian";"Makassar";830;"Buruk";38;-5.1477;119.433
1832;"2025-04-18";"Mangga";"Makassar";732;"Buruk";18;-5.1477;119.433
1833;"2025-04-12";"Rambutan";"Makassar";293;"Sedang";17;-5.1477;119.433
1834;"2025-04-30";"Pepaya";"Makassar";373;"Bagus";8;-5.1477;119.433
1835;"2025-04-16";"Jeruk";"Makassar";871;"Buruk";20;-5.1477;119.433
1836;"2025-04-15";"Apel";"Makassar";270;"Buruk";27;-5.1477;119.433
1837;"2025-04-22";"Pisang";"Makassar";635;"Bagus";13;-5.1477;119.433
1838;"2025-04-23";"Rambutan";"Makassar";252;"Bagus";15;-5.1477;119.433
1839;"2025-04-09";"Mangga";"Makassar";446;"Bagus";20;-5.1477;119.433
1840;"2025-04-14";"Pisang";"Makassar";929;"Sedang";12;-5.1477;119.433
1841;"2025-05-01";"Durian";"Makassar";770;"Sedang";45;-5.1477;119.433
1842;"2025-04-14";"Pepaya";"Makassar";693;"Bagus";10;-5.1477;119.433
1843;"2025-05-02";"Jeruk";"Makassar";249;"Sedang";18;-5.1477;119.433
1844;"2025-04-12";"Durian";"Makassar";467;"Buruk";40;-5.1477;119.433
1845;"2025-04-27";"Rambutan";"Makassar";360;"Buruk";18;-5.1477;119.433
1846;"2025-04-23";"Jeruk";"Makassar";976;"Sedang";19;-5.1477;119.433
1847;"2025-05-05";"Pepaya";"Makassar";889;"Sedang";10;-5.1477;119.433
1848;"2025-04-16";"Durian";"Makassar";361;"Buruk";37;-5.1477;119.433
1849;"2025-04-18";"Jeruk";"Makassar";538;"Sedang";20;-5.1477;119.433
1850;"2025-04-30";"Jeruk";"Makassar";489;"Sedang";18;-5.1477;119.433
1851;"2025-04-11";"Apel";"Makassar";964;"Sedang";30;-5.1477;119.433
1852;"2025-04-27";"Mangga";"Makassar";314;"Sedang";18;-5.1477;119.433
1853;"2025-04-10";"Pisang";"Makassar";734;"Sedang";14;-5.1477;119.433
1854;"2025-04-16";"Apel";"Makassar";361;"Bagus";26;-5.1477;119.433
1855;"2025-04-17";"Mangga";"Makassar";497;"Sedang";19;-5.1477;119.433
1856;"2025-04-17";"Durian";"Makassar";797;"Buruk";41;-5.1477;119.433
1857;"2025-04-10";"Jeruk";"Makassar";422;"Sedang";22;-5.1477;119.433
1858;"2025-04-14";"Mangga";"Makassar";932;"Sedang";18;-5.1477;119.433
1859;"2025-05-05";"Rambutan";"Makassar";573;"Buruk";16;-5.1477;119.433
1860;"2025-04-28";"Pepaya";"Makassar";783;"Sedang";7;-5.1477;119.433
1861;"2025-04-15";"Jeruk";"Makassar";457;"Bagus";18;-5.1477;119.433
1862;"2025-04-27";"Pisang";"Makassar";928;"Sedang";14;-5.1477;119.433
1863;"2025-04-30";"Mangga";"Makassar";740;"Sedang";15;-5.1477;119.433
1864;"2025-04-08";"Jeruk";"Makassar";995;"Sedang";20;-5.1477;119.433
1865;"2025-04-25";"Jeruk";"Makassar";988;"Sedang";21;-5.1477;119.433
1866;"2025-04-28";"Mangga";"Makassar";282;"Sedang";20;-5.1477;119.433
1867;"2025-04-25";"Jeruk";"Makassar";491;"Bagus";19;-5.1477;119.433
1868;"2025-04-08";"Durian";"Makassar";580;"Sedang";38;-5.1477;119.433
1869;"2025-04-18";"Pisang";"Makassar";436;"Buruk";11;-5.1477;119.433
1870;"2025-04-15";"Mangga";"Makassar";860;"Sedang";17;-5.1477;119.433
1871;"2025-04-25";"Rambutan";"Makassar";829;"Sedang";12;-5.1477;119.433
1872;"2025-04-24";"Jeruk";"Makassar";398;"Buruk";22;-5.1477;119.433
1873;"2025-04-19";"Jeruk";"Makassar";737;"Bagus";19;-5.1477;119.433
1874;"2025-04-28";"Durian";"Makassar";716;"Buruk";35;-5.1477;119.433
1875;"2025-05-05";"Durian";"Makassar";340;"Buruk";44;-5.1477;119.433
1876;"2025-04-22";"Apel";"Makassar";785;"Buruk";27;-5.1477;119.433
1877;"2025-04-28";"Mangga";"Makassar";471;"Sedang";15;-5.1477;119.433
1878;"2025-04-09";"Jeruk";"Makassar";478;"Buruk";20;-5.1477;119.433
1879;"2025-04-08";"Rambutan";"Makassar";540;"Buruk";12;-5.1477;119.433
1880;"2025-04-27";"Pisang";"Makassar";848;"Sedang";14;-5.1477;119.433
1881;"2025-04-08";"Durian";"Makassar";991;"Bagus";35;-5.1477;119.433
1882;"2025-05-01";"Mangga";"Makassar";280;"Sedang";17;-5.1477;119.433
1883;"2025-05-03";"Durian";"Makassar";963;"Sedang";42;-5.1477;119.433
1884;"2025-05-03";"Apel";"Makassar";459;"Buruk";25;-5.1477;119.433
1885;"2025-05-04";"Rambutan";"Makassar";263;"Bagus";12;-5.1477;119.433
1886;"2025-04-16";"Pepaya";"Makassar";887;"Sedang";9;-5.1477;119.433
1887;"2025-04-24";"Jeruk";"Makassar";492;"Buruk";19;-5.1477;119.433
1888;"2025-04-23";"Pisang";"Makassar";786;"Sedang";14;-5.1477;119.433
1889;"2025-04-12";"Rambutan";"Makassar";247;"Bagus";16;-5.1477;119.433
1890;"2025-04-01";"Apel";"Makassar";271;"Bagus";29;-5.1477;119.433
1891;"2025-04-26";"Apel";"Makassar";293;"Buruk";28;-5.1477;119.433
1892;"2025-04-17";"Pepaya";"Makassar";515;"Bagus";7;-5.1477;119.433
1893;"2025-04-25";"Pisang";"Makassar";683;"Sedang";14;-5.1477;119.433
1894;"2025-04-24";"Pepaya";"Makassar";572;"Bagus";8;-5.1477;119.433
1895;"2025-04-21";"Rambutan";"Makassar";797;"Bagus";14;-5.1477;119.433
1896;"2025-04-18";"Pepaya";"Makassar";202;"Bagus";9;-5.1477;119.433
1897;"2025-04-05";"Mangga";"Makassar";488;"Bagus";15;-5.1477;119.433
1898;"2025-04-06";"Rambutan";"Makassar";712;"Buruk";15;-5.1477;119.433
1899;"2025-04-27";"Mangga";"Makassar";596;"Sedang";15;-5.1477;119.433
1900;"2025-04-22";"Pisang";"Makassar";314;"Bagus";15;-5.1477;119.433
1901;"2025-04-22";"Pepaya";"Makassar";883;"Sedang";10;-5.1477;119.433
1902;"2025-04-19";"Pepaya";"Makassar";546;"Sedang";10;-5.1477;119.433
1903;"2025-04-19";"Mangga";"Makassar";345;"Bagus";18;-5.1477;119.433
1904;"2025-04-19";"Mangga";"Makassar";542;"Sedang";17;-5.1477;119.433
1905;"2025-04-05";"Mangga";"Makassar";455;"Buruk";16;-5.1477;119.433
1906;"2025-04-26";"Jeruk";"Makassar";680;"Bagus";18;-5.1477;119.433
1907;"2025-04-18";"Jeruk";"Makassar";234;"Bagus";20;-5.1477;119.433
1908;"2025-04-04";"Durian";"Makassar";818;"Bagus";44;-5.1477;119.433
1909;"2025-04-04";"Jeruk";"Makassar";561;"Bagus";22;-5.1477;119.433
1910;"2025-04-16";"Rambutan";"Makassar";614;"Bagus";16;-5.1477;119.433
1911;"2025-04-23";"Apel";"Makassar";987;"Bagus";26;-5.1477;119.433
1912;"2025-04-27";"Durian";"Makassar";891;"Buruk";37;-5.1477;119.433
1913;"2025-04-19";"Durian";"Makassar";964;"Bagus";42;-5.1477;119.433
1914;"2025-04-29";"Apel";"Makassar";314;"Bagus";23;-5.1477;119.433
1915;"2025-05-05";"Jeruk";"Makassar";922;"Buruk";18;-5.1477;119.433
1916;"2025-04-06";"Durian";"Makassar";788;"Bagus";43;-5.1477;119.433
1917;"2025-04-08";"Jeruk";"Makassar";642;"Sedang";20;-5.1477;119.433
1918;"2025-04-05";"Pepaya";"Makassar";979;"Buruk";7;-5.1477;119.433
1919;"2025-04-11";"Pisang";"Makassar";715;"Bagus";14;-5.1477;119.433
1920;"2025-04-04";"Pisang";"Makassar";671;"Sedang";10;-5.1477;119.433
1921;"2025-04-23";"Pisang";"Makassar";736;"Bagus";12;-5.1477;119.433
1922;"2025-04-20";"Durian";"Makassar";596;"Buruk";43;-5.1477;119.433
1923;"2025-04-23";"Durian";"Makassar";302;"Sedang";44;-5.1477;119.433
1924;"2025-04-24";"Durian";"Makassar";200;"Bagus";39;-5.1477;119.433
1925;"2025-04-14";"Pepaya";"Makassar";871;"Sedang";9;-5.1477;119.433
1926;"2025-04-27";"Mangga";"Makassar";423;"Sedang";15;-5.1477;119.433
1927;"2025-04-18";"Durian";"Makassar";586;"Buruk";35;-5.1477;119.433
1928;"2025-04-09";"Mangga";"Makassar";717;"Buruk";19;-5.1477;119.433
1929;"2025-05-04";"Durian";"Makassar";968;"Sedang";35;-5.1477;119.433
1930;"2025-05-03";"Pisang";"Makassar";390;"Buruk";12;-5.1477;119.433
1931;"2025-04-30";"Jeruk";"Makassar";703;"Bagus";18;-5.1477;119.433
1932;"2025-05-03";"Pepaya";"Makassar";740;"Sedang";9;-5.1477;119.433
1933;"2025-04-24";"Pepaya";"Makassar";918;"Buruk";8;-5.1477;119.433
1934;"2025-04-04";"Jeruk";"Makassar";575;"Sedang";20;-5.1477;119.433
1935;"2025-04-17";"Jeruk";"Makassar";485;"Sedang";22;-5.1477;119.433
1936;"2025-04-12";"Durian";"Makassar";980;"Bagus";38;-5.1477;119.433
1937;"2025-04-23";"Rambutan";"Makassar";540;"Buruk";18;-5.1477;119.433
1938;"2025-04-18";"Rambutan";"Makassar";461;"Buruk";16;-5.1477;119.433
1939;"2025-05-04";"Rambutan";"Makassar";593;"Sedang";12;-5.1477;119.433
1940;"2025-04-25";"Durian";"Makassar";262;"Sedang";37;-5.1477;119.433
1941;"2025-04-28";"Pepaya";"Makassar";282;"Sedang";8;-5.1477;119.433
1942;"2025-05-04";"Mangga";"Makassar";966;"Sedang";15;-5.1477;119.433
1943;"2025-04-01";"Pepaya";"Makassar";973;"Sedang";7;-5.1477;119.433
1944;"2025-04-25";"Pepaya";"Makassar";674;"Sedang";7;-5.1477;119.433
1945;"2025-04-08";"Durian";"Makassar";289;"Sedang";44;-5.1477;119.433
1946;"2025-04-01";"Apel";"Makassar";786;"Sedang";30;-5.1477;119.433
1947;"2025-04-14";"Pisang";"Makassar";407;"Bagus";14;-5.1477;119.433
1948;"2025-05-01";"Mangga";"Makassar";680;"Sedang";16;-5.1477;119.433
1949;"2025-04-16";"Jeruk";"Makassar";682;"Buruk";22;-5.1477;119.433
1950;"2025-04-02";"Rambutan";"Makassar";479;"Bagus";17;-5.1477;119.433
1951;"2025-04-25";"Apel";"Makassar";808;"Bagus";23;-5.1477;119.433
1952;"2025-05-02";"Pisang";"Makassar";215;"Bagus";14;-5.1477;119.433
1953;"2025-05-03";"Pepaya";"Makassar";666;"Sedang";8;-5.1477;119.433
1954;"2025-04-06";"Mangga";"Makassar";231;"Sedang";16;-5.1477;119.433
1955;"2025-04-09";"Rambutan";"Makassar";516;"Buruk";16;-5.1477;119.433
1956;"2025-04-30";"Pepaya";"Makassar";321;"Sedang";9;-5.1477;119.433
1957;"2025-04-16";"Mangga";"Makassar";238;"Sedang";20;-5.1477;119.433
1958;"2025-05-05";"Pepaya";"Makassar";627;"Bagus";8;-5.1477;119.433
1959;"2025-04-19";"Mangga";"Makassar";701;"Sedang";18;-5.1477;119.433
1960;"2025-04-21";"Jeruk";"Makassar";600;"Bagus";22;-5.1477;119.433
1961;"2025-04-28";"Mangga";"Makassar";434;"Buruk";18;-5.1477;119.433
1962;"2025-04-15";"Pisang";"Makassar";317;"Bagus";13;-5.1477;119.433
1963;"2025-04-20";"Jeruk";"Makassar";505;"Buruk";20;-5.1477;119.433
1964;"2025-04-26";"Pepaya";"Makassar";762;"Buruk";7;-5.1477;119.433
1965;"2025-04-09";"Pepaya";"Makassar";523;"Bagus";7;-5.1477;119.433
1966;"2025-04-10";"Apel";"Makassar";760;"Buruk";29;-5.1477;119.433
1967;"2025-04-27";"Jeruk";"Makassar";964;"Bagus";18;-5.1477;119.433
1968;"2025-04-23";"Pisang";"Makassar";807;"Sedang";13;-5.1477;119.433
1969;"2025-05-01";"Durian";"Makassar";614;"Sedang";43;-5.1477;119.433
1970;"2025-04-21";"Pepaya";"Makassar";576;"Buruk";10;-5.1477;119.433
1971;"2025-04-28";"Durian";"Makassar";443;"Sedang";37;-5.1477;119.433
1972;"2025-05-02";"Jeruk";"Makassar";925;"Sedang";21;-5.1477;119.433
1973;"2025-04-25";"Rambutan";"Makassar";513;"Bagus";12;-5.1477;119.433
1974;"2025-04-21";"Apel";"Makassar";403;"Sedang";22;-5.1477;119.433
1975;"2025-05-05";"Pisang";"Makassar";666;"Bagus";12;-5.1477;119.433
1976;"2025-04-24";"Durian";"Makassar";908;"Sedang";43;-5.1477;119.433
1977;"2025-04-16";"Pisang";"Makassar";256;"Buruk";15;-5.1477;119.433
1978;"2025-04-13";"Durian";"Makassar";971;"Bagus";42;-5.1477;119.433
1979;"2025-04-20";"Durian";"Makassar";540;"Bagus";40;-5.1477;119.433
1980;"2025-04-10";"Mangga";"Makassar";918;"Sedang";17;-5.1477;119.433
1981;"2025-04-16";"Apel";"Makassar";938;"Bagus";22;-5.1477;119.433
1982;"2025-04-09";"Pisang";"Makassar";924;"Sedang";15;-5.1477;119.433
1983;"2025-04-16";"Durian";"Makassar";976;"Bagus";38;-5.1477;119.433
1984;"2025-04-06";"Mangga";"Makassar";288;"Bagus";19;-5.1477;119.433
1985;"2025-04-27";"Apel";"Makassar";881;"Buruk";25;-5.1477;119.433
1986;"2025-04-12";"Pepaya";"Makassar";841;"Buruk";10;-5.1477;119.433
1987;"2025-04-05";"Pisang";"Makassar";617;"Bagus";12;-5.1477;119.433
1988;"2025-04-23";"Pisang";"Makassar";496;"Sedang";11;-5.1477;119.433
1989;"2025-04-16";"Rambutan";"Makassar";856;"Bagus";16;-5.1477;119.433
1990;"2025-04-10";"Jeruk";"Makassar";322;"Sedang";19;-5.1477;119.433
1991;"2025-05-04";"Mangga";"Makassar";789;"Bagus";17;-5.1477;119.433
1992;"2025-05-03";"Pepaya";"Makassar";905;"Sedang";8;-5.1477;119.433
1993;"2025-04-27";"Durian";"Makassar";541;"Bagus";45;-5.1477;119.433
1994;"2025-04-26";"Apel";"Makassar";665;"Buruk";21;-5.1477;119.433
1995;"2025-04-29";"Pisang";"Makassar";777;"Sedang";13;-5.1477;119.433
1996;"2025-04-25";"Apel";"Makassar";802;"Bagus";24;-5.1477;119.433
1997;"2025-04-18";"Durian";"Makassar";472;"Bagus";38;-5.1477;119.433
1998;"2025-04-29";"Durian";"Makassar";891;"Sedang";42;-5.1477;119.433
1999;"2025-04-23";"Jeruk";"Makassar";499;"Sedang";20;-5.1477;119.433
2000;"2025-05-02";"Rambutan";"Makassar";389;"Buruk";13;-5.1477;119.433
2001;"2025-04-21";"Apel";"Manado";391;"Sedang";30;1.4748;124.842
2002;"2025-04-02";"Durian";"Manado";670;"Buruk";41;1.4748;124.842
2003;"2025-04-14";"Jeruk";"Manado";455;"Sedang";18;1.4748;124.842
2004;"2025-04-20";"Pepaya";"Manado";421;"Bagus";7;1.4748;124.842
2005;"2025-04-23";"Pisang";"Manado";236;"Sedang";13;1.4748;124.842
2006;"2025-05-05";"Jeruk";"Manado";618;"Buruk";19;1.4748;124.842
2007;"2025-04-25";"Mangga";"Manado";944;"Sedang";15;1.4748;124.842
2008;"2025-04-22";"Mangga";"Manado";684;"Sedang";16;1.4748;124.842
2009;"2025-04-07";"Durian";"Manado";313;"Sedang";45;1.4748;124.842
2010;"2025-04-21";"Jeruk";"Manado";249;"Buruk";21;1.4748;124.842
2011;"2025-04-11";"Pepaya";"Manado";875;"Buruk";9;1.4748;124.842
2012;"2025-04-03";"Pisang";"Manado";724;"Buruk";15;1.4748;124.842
2013;"2025-04-30";"Rambutan";"Manado";881;"Bagus";16;1.4748;124.842
2014;"2025-05-04";"Pepaya";"Manado";762;"Sedang";7;1.4748;124.842
2015;"2025-04-07";"Jeruk";"Manado";565;"Buruk";21;1.4748;124.842
2016;"2025-04-12";"Jeruk";"Manado";654;"Bagus";21;1.4748;124.842
2017;"2025-04-24";"Mangga";"Manado";799;"Buruk";15;1.4748;124.842
2018;"2025-05-02";"Pisang";"Manado";939;"Bagus";11;1.4748;124.842
2019;"2025-04-27";"Apel";"Manado";441;"Sedang";24;1.4748;124.842
2020;"2025-05-04";"Mangga";"Manado";788;"Bagus";15;1.4748;124.842
2021;"2025-05-05";"Jeruk";"Manado";711;"Sedang";19;1.4748;124.842
2022;"2025-04-06";"Durian";"Manado";927;"Sedang";38;1.4748;124.842
2023;"2025-04-17";"Pepaya";"Manado";863;"Bagus";7;1.4748;124.842
2024;"2025-04-04";"Jeruk";"Manado";864;"Sedang";22;1.4748;124.842
2025;"2025-04-13";"Jeruk";"Manado";230;"Buruk";18;1.4748;124.842
2026;"2025-05-05";"Apel";"Manado";319;"Sedang";22;1.4748;124.842
2027;"2025-04-21";"Durian";"Manado";518;"Sedang";44;1.4748;124.842
2028;"2025-04-28";"Mangga";"Manado";807;"Sedang";20;1.4748;124.842
2029;"2025-04-11";"Apel";"Manado";329;"Sedang";24;1.4748;124.842
2030;"2025-04-02";"Rambutan";"Manado";997;"Sedang";18;1.4748;124.842
2031;"2025-04-05";"Apel";"Manado";908;"Buruk";25;1.4748;124.842
2032;"2025-04-18";"Durian";"Manado";891;"Sedang";42;1.4748;124.842
2033;"2025-04-23";"Pepaya";"Manado";628;"Bagus";7;1.4748;124.842
2034;"2025-04-18";"Apel";"Manado";908;"Sedang";28;1.4748;124.842
2035;"2025-05-05";"Jeruk";"Manado";784;"Sedang";21;1.4748;124.842
2036;"2025-05-02";"Rambutan";"Manado";641;"Bagus";17;1.4748;124.842
2037;"2025-04-02";"Apel";"Manado";404;"Sedang";25;1.4748;124.842
2038;"2025-04-07";"Pisang";"Manado";771;"Bagus";10;1.4748;124.842
2039;"2025-04-16";"Durian";"Manado";238;"Bagus";38;1.4748;124.842
2040;"2025-05-05";"Pisang";"Manado";344;"Buruk";13;1.4748;124.842
2041;"2025-04-15";"Rambutan";"Manado";216;"Sedang";15;1.4748;124.842
2042;"2025-04-29";"Jeruk";"Manado";735;"Bagus";20;1.4748;124.842
2043;"2025-04-29";"Pepaya";"Manado";470;"Buruk";7;1.4748;124.842
2044;"2025-04-20";"Jeruk";"Manado";637;"Buruk";21;1.4748;124.842
2045;"2025-05-01";"Durian";"Manado";791;"Buruk";43;1.4748;124.842
2046;"2025-04-18";"Jeruk";"Manado";646;"Buruk";18;1.4748;124.842
2047;"2025-04-06";"Apel";"Manado";418;"Bagus";21;1.4748;124.842
2048;"2025-04-08";"Jeruk";"Manado";599;"Bagus";21;1.4748;124.842
2049;"2025-04-15";"Mangga";"Manado";599;"Sedang";17;1.4748;124.842
2050;"2025-04-09";"Pepaya";"Manado";665;"Sedang";9;1.4748;124.842
2051;"2025-04-30";"Rambutan";"Manado";596;"Sedang";15;1.4748;124.842
2052;"2025-04-20";"Pisang";"Manado";207;"Bagus";14;1.4748;124.842
2053;"2025-04-24";"Jeruk";"Manado";902;"Bagus";21;1.4748;124.842
2054;"2025-04-02";"Rambutan";"Manado";295;"Sedang";17;1.4748;124.842
2055;"2025-04-25";"Mangga";"Manado";662;"Buruk";17;1.4748;124.842
2056;"2025-04-30";"Pepaya";"Manado";661;"Buruk";10;1.4748;124.842
2057;"2025-04-19";"Durian";"Manado";475;"Buruk";42;1.4748;124.842
2058;"2025-04-09";"Durian";"Manado";774;"Buruk";44;1.4748;124.842
2059;"2025-04-19";"Pepaya";"Manado";451;"Sedang";10;1.4748;124.842
2060;"2025-04-22";"Apel";"Manado";873;"Sedang";22;1.4748;124.842
2061;"2025-04-20";"Durian";"Manado";486;"Bagus";43;1.4748;124.842
2062;"2025-04-26";"Pisang";"Manado";414;"Buruk";10;1.4748;124.842
2063;"2025-04-11";"Mangga";"Manado";309;"Bagus";17;1.4748;124.842
2064;"2025-04-28";"Jeruk";"Manado";509;"Buruk";21;1.4748;124.842
2065;"2025-05-02";"Durian";"Manado";642;"Bagus";41;1.4748;124.842
2066;"2025-04-27";"Pepaya";"Manado";463;"Buruk";10;1.4748;124.842
2067;"2025-04-29";"Mangga";"Manado";405;"Buruk";18;1.4748;124.842
2068;"2025-04-07";"Durian";"Manado";497;"Sedang";36;1.4748;124.842
2069;"2025-04-18";"Apel";"Manado";638;"Sedang";30;1.4748;124.842
2070;"2025-04-12";"Jeruk";"Manado";366;"Sedang";20;1.4748;124.842
2071;"2025-04-29";"Pisang";"Manado";461;"Buruk";10;1.4748;124.842
2072;"2025-04-13";"Jeruk";"Manado";945;"Buruk";20;1.4748;124.842
2073;"2025-05-02";"Durian";"Manado";754;"Bagus";37;1.4748;124.842
2074;"2025-04-13";"Mangga";"Manado";869;"Sedang";19;1.4748;124.842
2075;"2025-04-24";"Mangga";"Manado";756;"Buruk";15;1.4748;124.842
2076;"2025-04-23";"Durian";"Manado";517;"Buruk";35;1.4748;124.842
2077;"2025-04-10";"Pepaya";"Manado";276;"Bagus";10;1.4748;124.842
2078;"2025-05-04";"Pisang";"Manado";378;"Sedang";10;1.4748;124.842
2079;"2025-04-25";"Mangga";"Manado";502;"Bagus";20;1.4748;124.842
2080;"2025-04-03";"Pepaya";"Manado";884;"Buruk";7;1.4748;124.842
2081;"2025-05-01";"Mangga";"Manado";543;"Sedang";17;1.4748;124.842
2082;"2025-05-01";"Pepaya";"Manado";517;"Sedang";9;1.4748;124.842
2083;"2025-04-29";"Pepaya";"Manado";510;"Sedang";8;1.4748;124.842
2084;"2025-04-17";"Durian";"Manado";315;"Bagus";42;1.4748;124.842
2085;"2025-04-29";"Jeruk";"Manado";285;"Bagus";18;1.4748;124.842
2086;"2025-04-06";"Pisang";"Manado";956;"Bagus";14;1.4748;124.842
2087;"2025-04-08";"Pisang";"Manado";926;"Sedang";15;1.4748;124.842
2088;"2025-05-05";"Mangga";"Manado";892;"Sedang";15;1.4748;124.842
2089;"2025-04-12";"Durian";"Manado";607;"Buruk";45;1.4748;124.842
2090;"2025-04-09";"Apel";"Manado";987;"Buruk";28;1.4748;124.842
2091;"2025-04-01";"Rambutan";"Manado";262;"Bagus";18;1.4748;124.842
2092;"2025-04-13";"Pepaya";"Manado";716;"Buruk";10;1.4748;124.842
2093;"2025-04-12";"Pisang";"Manado";687;"Bagus";15;1.4748;124.842
2094;"2025-04-19";"Pisang";"Manado";490;"Bagus";12;1.4748;124.842
2095;"2025-04-12";"Durian";"Manado";867;"Buruk";38;1.4748;124.842
2096;"2025-04-23";"Jeruk";"Manado";528;"Buruk";22;1.4748;124.842
2097;"2025-04-01";"Mangga";"Manado";481;"Sedang";17;1.4748;124.842
2098;"2025-05-03";"Pepaya";"Manado";624;"Bagus";9;1.4748;124.842
2099;"2025-04-09";"Mangga";"Manado";687;"Bagus";15;1.4748;124.842
2100;"2025-04-14";"Apel";"Manado";584;"Bagus";25;1.4748;124.842
2101;"2025-05-05";"Apel";"Manado";531;"Buruk";27;1.4748;124.842
2102;"2025-05-04";"Pisang";"Manado";456;"Bagus";14;1.4748;124.842
2103;"2025-04-16";"Mangga";"Manado";815;"Bagus";16;1.4748;124.842
2104;"2025-04-18";"Rambutan";"Manado";685;"Sedang";16;1.4748;124.842
2105;"2025-04-12";"Rambutan";"Manado";553;"Sedang";14;1.4748;124.842
2106;"2025-05-03";"Durian";"Manado";268;"Sedang";39;1.4748;124.842
2107;"2025-04-19";"Apel";"Manado";223;"Bagus";29;1.4748;124.842
2108;"2025-04-13";"Pisang";"Manado";328;"Buruk";13;1.4748;124.842
2109;"2025-04-08";"Jeruk";"Manado";493;"Bagus";19;1.4748;124.842
2110;"2025-04-04";"Pepaya";"Manado";999;"Buruk";10;1.4748;124.842
2111;"2025-04-16";"Mangga";"Manado";612;"Bagus";18;1.4748;124.842
2112;"2025-04-06";"Rambutan";"Manado";709;"Buruk";12;1.4748;124.842
2113;"2025-04-17";"Mangga";"Manado";684;"Buruk";19;1.4748;124.842
2114;"2025-05-04";"Durian";"Manado";431;"Sedang";38;1.4748;124.842
2115;"2025-04-05";"Jeruk";"Manado";637;"Buruk";18;1.4748;124.842
2116;"2025-04-05";"Pepaya";"Manado";438;"Bagus";9;1.4748;124.842
